name,releasedate,copiessold,price,revenue,avgplaytime,reviewscore,publisherclass,publishers,developers,steamid
My Island,2024-05-01,42250,14.99,271974.0,6.532271264036645,68,Indie,SnowBaby Games,SnowBaby Games,1004270
Love challenge,2024-01-15,25372,12.99,267903.0,1.757281516373071,81,Indie,"Playmeow,CS Game","雪山雞白郎,SnowGBL",2334130
Synergy,2024-05-21,13623,24.99,267742.0,9.27115182143235,86,Indie,"Goblinz Publishing,H2 Interactive Co., Ltd.",Leikir Studio,1989070
Sixty Four,2024-03-04,50062,5.99,267621.0,18.30170091618245,0,Indie,Playsaurus,Oleg Danilov,2659900
METAL SLUG ATTACK RELOADED,2024-06-18,29455,9.99,264829.0,24.327025528214605,73,Indie,SNK CORPORATION,SNK CORPORATION,2322440
Dice Kingdoms,2024-04-05,20598,14.99,264059.0,12.996371134038808,89,Indie,Fivemid Studio,Fivemid Studio,1501690
Black Myth: Wukong,2024-08-19,15517278,59.99,837793356.0,20.065040850375343,96,AAA,Game Science,Game Science,2358720
HELLDIVERS™ 2,2024-02-08,11905198,39.99,435635596.0,39.2059601690564,71,AAA,PlayStation Publishing LLC,Arrowhead Game Studios,553850
Palworld,2024-01-18,16704850,29.99,392328553.0,41.84076108534572,94,AA,Pocketpair,Pocketpair,1623730
Sons Of The Forest,2024-02-22,8693478,29.99,217017892.0,17.34120548403574,86,AA,Newnight,Endnight Games Ltd,1326470
Dragon's Dogma 2,2024-03-21,1785028,69.99,111478291.0,31.68705023106798,0,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2054970
The First Descendant,2024-06-30,4043850,0.0,102244808.0,49.8702302718194,55,AA,NEXON,"NEXON Games Co., Ltd.",2074920
Last Epoch,2024-02-21,3300623,34.99,97723674.0,51.95523761434153,86,AA,Eleventh Hour Games,Eleventh Hour Games,899770
7 Days to Die,2024-07-25,9877443,44.99,89781931.0,85.91358519475969,89,AA,The Fun Pimps Entertainment LLC,The Fun Pimps,251570
V Rising,2024-05-08,4784609,34.99,83614738.0,32.69529338148719,0,AA,Stunlock Studios,Stunlock Studios,1604030
Manor Lords,2024-04-26,2294915,39.99,63098408.0,16.702169048666715,88,AA,Hooded Horse,Slavic Magic,1363080
Enshrouded,2024-01-24,2338262,29.99,57595515.0,37.76789566288458,87,AA,Keen Games GmbH,Keen Games GmbH,1203620
Ghost of Tsushima DIRECTOR'S CUT,2024-05-16,925123,59.99,49948315.0,26.17833373173042,92,AAA,PlayStation Publishing LLC,"Sucker Punch Productions,Nixxes Software",2215430
Granblue Fantasy: Relink,2024-01-31,1057697,59.99,49035237.0,53.90617871692726,90,AA,"Cygames, Inc.","Cygames, Inc.",881020
TEKKEN 8,2024-01-25,734722,69.99,45285110.0,60.82372173009936,71,AAA,Bandai Namco Entertainment,Bandai Namco Studios Inc.,1778820
Hades II,2024-05-06,1582696,29.99,42718547.0,22.847145780597383,0,AA,Supergiant Games,Supergiant Games,1145350
Persona 3 Reload,2024-02-01,612576,69.99,34601865.0,35.384946285028754,95,AA,SEGA,ATLUS,2161700
Once Human,2024-07-09,5709407,0.0,34530561.0,42.261045196968674,72,Indie,Starry Studio,Starry Studio,2139460
Gray Zone Warfare,2024-04-30,1032731,34.99,34030740.0,31.906496989180315,67,Indie,"MADFINGER Games, a.s.","MADFINGER Games, a.s.",2479810
Blade and Sorcery,2024-06-17,1606175,29.99,31266686.0,19.72078698069728,97,Indie,WarpFrog,WarpFrog,629730
The Outlast Trials,2024-03-05,1230011,39.99,30878209.0,24.44136754786277,94,AA,Red Barrels,Red Barrels,1304930
Supermarket Simulator,2024-02-20,2514219,12.99,26020639.0,18.640685149153384,94,Indie,Nokta Games,Nokta Games,2670630
Horizon Forbidden West™ Complete Edition,2024-03-21,422985,59.99,22958942.0,47.24976034274703,91,AAA,PlayStation Publishing LLC,"Guerrilla,Nixxes Software",2420110
The Planet Crafter,2024-04-10,1381487,23.99,21286732.0,28.17299459798124,97,Indie,Miju Games,Miju Games,1284190
Like a Dragon: Infinite Wealth,2024-01-25,369330,69.99,21265220.0,38.898038241940334,91,AA,SEGA,Ryu Ga Gotoku Studio,2072450
Balatro,2024-02-20,1602797,14.99,20479210.0,32.72552809973843,97,Indie,Playstack,LocalThunk,2379780
Core Keeper,2024-08-27,2023964,19.99,20361907.0,34.07567413063779,92,Indie,Fireshine Games,Pugstorm,1621690
Bodycam,2024-06-07,632326,33.32,17732078.0,8.028879614183062,74,Indie,Reissad Studio,Reissad Studio,2406770
Chained Together,2024-06-19,3946801,4.99,17039291.0,4.298188585202378,89,Indie,Anegar Games,Anegar Games,2567870
No Rest for the Wicked,2024-04-18,517447,39.99,15949990.0,18.78873197851241,0,AA,Private Division,Moon Studios GmbH,1371980
Firestone: Online Idle RPG,2024-04-01,335093,0.0,15689364.148647271,296.3328524525871,79,Indie,Holyday Studios,Holyday Studios,1013320
WARNO,2024-05-23,449407,39.99,14143225.0,28.25157586674716,82,Indie,Eugen Systems,Eugen Systems,1611600
F1® 24,2024-05-31,188513,69.99,10996510.0,25.24621722157666,63,AAA,Electronic Arts,Codemasters,2488620
NBA 2K25,2024-09-03,171817,69.99,10822924.0,9.623975638287607,47,AAA,2K,Visual Concepts,2878980
Summoners War,2024-01-07,540801,0.0,10787342.0,112.85633956732288,0,Indie,Com2uS,Com2uS,2426960
Nightingale,2024-02-20,415122,29.99,10758811.0,26.825273305586048,64,Indie,Inflexion Games,Inflexion Games,1928980
Dead Island 2,2024-04-22,349091,59.99,10669532.0,13.86405299768773,73,AA,Deep Silver,Dambuster Studios,934700
Deep Rock Galactic: Survivor,2024-02-14,1369698,9.99,10517722.0,21.29562386113439,86,Indie,Ghost Ship Publishing,Funday Games,2321470
Abiotic Factor,2024-05-02,520841,24.99,10501115.0,18.452732943062458,96,Indie,Playstack,Deep Field Games,427410
Smalland: Survive the Wilds,2024-02-15,469162,34.99,10468105.0,10.92605713675568,86,Indie,"Merge Games,Maximum Entertainment",Merge Games,768200
Lust Goddess,2024-02-21,456707,0.0,9695496.0,33.54434298588976,48,Indie,BRAWEA LTD,BRAWEA LTD,2808930
Suicide Squad: Kill the Justice League,2024-02-02,174510,69.99,9602451.0,15.856901582942724,72,AAA,Warner Bros. Games,Rocksteady Studios,315210
Pacific Drive,2024-02-21,401030,29.99,9517954.0,18.18111832392309,0,Indie,Kepler Interactive,Ironwood Studios,1458140
Content Warning,2024-04-01,1448054,7.99,9426045.0,8.945764643641505,95,AA,Landfall,"thePetHen,Skog,Zorro,Wilnyl,Philip",2881650
Workers & Resources: Soviet Republic,2024-06-20,456555,39.99,9363299.0,91.46189909283493,93,AA,Hooded Horse,3Division,784150
UBOAT,2024-08-02,600124,29.99,9013215.0,31.07835947660008,82,AA,PlayWay S.A.,Deep Water Studio,494840
Infection Free Zone,2024-04-11,452146,24.99,8739530.0,14.494431536608284,73,Indie,Games Operators,Jutsu Games,1465460
Dark and Darker,2024-06-07,2640903,0.0,8706135.0,31.97402719520565,74,Indie,IRONMACE,IRONMACE,2016590
Songs of Conquest,2024-05-20,501474,34.99,8641459.0,11.891151791901212,88,AA,Coffee Stain Publishing,Lavapotion,867210
GUNDAM BREAKER 4,2024-08-28,156339,59.99,8440898.0,14.733899002290528,81,AA,Bandai Namco Entertainment Inc.,"CRAFTS ＆ MEISTER Co., Ltd",1672500
Peglin,2024-08-27,544144,19.99,8125042.0,30.16099467784799,82,Indie,"Red Nexus Games Inc.,IndieArk",Red Nexus Games Inc.,1296610
